[ROOT-INFO]: 2019-07-15 19:14:06,020: Testing Notes: Objective Distancing - Sentiment Sentence Level - rawScore * polarityOnly
[ROOT-INFO]: 2019-07-15 19:14:06,022: Objective Analysis Initialized
[REAPPRAISAL-INFO]: 2019-07-15 19:14:32,620: spaCy Library Loaded
[REAPPRAISAL-DEBUG]: 2019-07-15 19:14:32,624: Model Initialized
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (eye,NNS)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (and,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (pretty,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (pretty,RB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (brown,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (hair,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (she,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (she,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (she,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (also,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (have,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (really,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (cute,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (nose,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (nose,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (and,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (look,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (look,VBZ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (like,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (like,IN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (she,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (she,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (she,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (could,MD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (be,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (be,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (be,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (about,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (12?13,NNP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (year,NNS)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: (old,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,352: [('she', 0.06309890944723907), ('has', 0), ('really', 0), ('pretty', 0), ('eyes', 0), ('and', 0), ('pretty', 0.2130859669433529), ('brown', 0), ('hair', 0), ('.', 0), ('she', 0.06309890944723907), ('also', 0), ('has', 0), ('a', 0.2884445761396642), ('really', 0), ('cute', 0), ('nose', 0.0), ('and', 0), ('looks', 0.0), ('like', 0.0), ('she', 0.06309890944723907), ('could', 0), ('be', 0.24379422288934668), ('about', 0), ('12?13', 0), ('years', 0), ('old', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,383: (she,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,384: (she,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,384: (she,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,384: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,384: (an,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,385: (evil,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,385: (killer,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,385: (that,WDT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,385: (that,WDT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,385: (that,WDT) Categories: ['neg_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,385: (be,VBD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,385: (be,VBD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,385: (be,VBD) Categories: ['past_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,385: (just,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,385: (murder,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,385: Synonyms of murder: ['execution', 'slaying']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,385: (and,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,385: (now,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,385: [('She', 0.06309890944723907), ('is', 0), ('an', 0), ('evil', 0), ('killer', 0), ('that', -0.014015774303674029), ('was', 0.15043357624560663), ('just', 0), ('murdered', 0.0), ('and', 0), ('now', 0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,401: (she,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,401: (she,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,401: (she,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,401: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,401: (fine,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,401: (not,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,401: (bad,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,401: (bad,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,401: [('She', 0.06309890944723907), ('is', 0), ('fine', 0), ('.', 0), ('Not', 0), ('bad', 0.0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,418: (she,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,418: (she,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,418: (she,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,418: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,418: (injure,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,418: (injure,VBN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,418: (maybe,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (maybe,RB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (relationship,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (relationship,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (relationship,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (violence,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (violence,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (violence,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (but,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (she,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (she,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (she,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (still,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (pretty,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (it,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (it,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (it,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (will,MD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (will,MD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (will,MD) Categories: ['future_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (be,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (be,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (be,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: (fine,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,434: [('She', 0.06309890944723907), ('is', 0), ('injured', 0.0), (',', 0), ('maybe', 0.3649850393236636), ('relationship', 0.569114685796632), ('violence', 0.23182962821049274), ('.', 0), ('But', 0), ('she', 0.06309890944723907), ('is', 0), ('still', 0), ('pretty', 0), ('.', 0), ('It', 0.050403833236915725), ('will', 0.21716624123219505), ('be', 0.24379422288934668), ('fine', 0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,452: (she,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,452: (she,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,452: (she,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,452: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,452: (maybe,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,452: (maybe,RB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,452: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,452: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,452: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,452: (model,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,452: (model,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,452: (at,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,452: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,452: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,452: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,452: (seashore,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,452: (seashore,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,452: (seashore,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,452: (it,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,452: (it,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,452: (it,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,452: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,467: (nice,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,467: [('She', 0.06309890944723907), ('is', 0), ('maybe', 0.3649850393236636), ('a', 0.2884445761396642), ('model', 0.0), ('.', 0), ('At', 0), ('the', 0.26040094726988117), ('seashore', 0.0), ('.', 0), ('It', 0.050403833236915725), ("'s", 0), ('nice', 0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (she,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (she,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (she,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (look,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (look,VBZ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (fine,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (to,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (me,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (me,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (me,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (do,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (do,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (do,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (not,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (feel,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (feel,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (feel,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (too,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (much,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (at,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (all,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (not,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (nervous,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (nervous,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (nervous,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (or,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (curious,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (curious,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: (curious,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,485: [('she', 0.06309890944723907), ('looks', 0.0), ('fine', 0), ('to', 0), ('me', 0.04885061601171729), (',', 0), ('I', 0.04225300877561784), ('do', 0.162476037615868), ("n't", 0), ('feel', 0.23842733250605813), ('too', 0), ('much', 0), ('at', 0), ('all', 0), (',', 0), ('not', 0), ('nervous', 0.3527356020430469), ('or', 0), ('curious', 0.3501142333891854), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (she,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (she,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (she,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (probably,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (probably,RB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (probably,RB) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (just,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (have,VBD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (have,VBD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (have,VBD) Categories: ['past_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (c,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: Synonyms of c: ['c']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (section,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (section,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (section,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (but,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (she,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (she,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (she,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (will,MD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (will,MD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (will,MD) Categories: ['future_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (be,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (be,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (be,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (okay,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,519: (baby,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,535: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,535: (safe,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,535: (and,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,535: (do,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,535: (just,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,535: (fine,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,536: Synonyms of fine: ['alright', 'ok']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,536: Synonym For fine: ok -> 0.0
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,536: (and,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,536: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,536: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,536: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,536: (wound,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,536: (wound,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,536: (will,MD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,536: (will,MD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,536: (will,MD) Categories: ['future_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,536: (heal,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,536: (heal,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,536: (heal,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,536: [('she', 0.06309890944723907), ('probably', 0.29149996722012905), ('just', 0), ('had', 0.1564840782518585), ('a', 0.2884445761396642), ('C', 0.0), ('section', 0.47322469062083133), ('but', 0), ('she', 0.06309890944723907), ('will', 0.21716624123219505), ('be', 0.24379422288934668), ('okay', 0), ('?', 0), ('the', 0.26040094726988117), ('baby', 0), ('is', 0), ('safe', 0), ('and', 0), ('doing', 0), ('just', 0), ('fine', 0.0), ('and', 0), ('the', 0.26040094726988117), ('wound', 0.0), ('will', 0.21716624123219505), ('heal', 0.23868343793944963), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,553: (she,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,553: (she,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,553: (she,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,553: (seem,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,553: (like,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,553: (like,IN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,553: (she,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (she,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (she,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (have,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (fun,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (day,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (at,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (beach,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (enjoy,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (enjoy,VBG) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (nice,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (weather,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (weather,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: (weather,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,554: [('She', 0.06309890944723907), ('seems', 0), ('like', 0.0), ('she', 0.06309890944723907), ('is', 0), ('having', 0), ('a', 0.2884445761396642), ('fun', 0), ('day', 0), ('at', 0), ('the', 0.26040094726988117), ('beach', 0), ('.', 0), ('Enjoying', 0.0), ('the', 0.26040094726988117), ('nice', 0), ('weather', 0.26837517075747247), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (she,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (she,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (she,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (seem,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (to,TO)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (be,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (be,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (be,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (have,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (great,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (time,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (at,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (beach,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (miss,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (miss,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (miss,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (beach,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (and,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:17,570: (the,DT) exists in scoring bank
